Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
"Unit 5, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,NA,NA,2012-04-14,6475a31749286b35aa3a9fef78a7d1781549f1a5da07aba4429445a451e0517e,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider installing PV.,EPC-R4,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider installing building mounted wind turbine(s).,EPC-R2,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"Elizabeth House, Victoria Street",M112NX,-2.17560985634734,53.4742188205671,NA,NA,2013-06-05,ea9d803ef8929edc76b7e3c982b789603a20c6fd23ef22ea00f75cc135b8bae6,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Consider replacing HWS with point of use system.,EPC-W2,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Consider installing PV.,EPC-R4,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Install more efficient water heater.,EPC-W1,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-C1,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Consider installing solar water heating.,EPC-R3,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Add optimum start/stop to the heating system.,EPC-H7,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Add local time control to heating system.,EPC-H5,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Add weather compensation controls to heating system.,EPC-H8,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"1st floor offices, Elizabeth House",M112NX,-2.17560985634734,53.4742188205671,Consider installing building mounted wind turbine(s).,EPC-R2,2010-07-08,ab6ab9479fad5d093f41aa321d9be5de336719ad1a1d1cba6bc562b46105b15d,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Replace tungsten GLS spotlights with low-voltage tungsten halogen: Payback period dependent on hours of use.,EPC-L4,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Add local temperature control to the heating system.,EPC-H6,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Consider installing building mounted wind turbine(s).,EPC-R2,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Add weather compensation controls to heating system.,EPC-H8,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Consider installing solar water heating.,EPC-R3,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Add local time control to heating system.,EPC-H5,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Consider installing PV.,EPC-R4,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Beulah Hall, Beulah Street",M112NZ,-2.17536264565147,53.4727270686231,Add optimum start/stop to the heating system.,EPC-H7,2011-01-07,f2f99676bbe0fa453ab7129ecdf850ef681aae7b2ae389b168ba567160503ba9,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Add optimum start/stop to the heating system.,EPC-H7,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider replacing HWS with point of use system.,EPC-W2,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-C1,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing building mounted wind turbine(s).,EPC-R2,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing PV.,EPC-R4,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Install more efficient water heater.,EPC-W1,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing PV.,EPC-R4,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Add weather compensation controls to heating system.,EPC-H8,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing building mounted wind turbine(s).,EPC-R2,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Units 1-4, Westlake Retail Park",M112SL,-2.17773096352381,53.4734426615474,NA,NA,2012-11-15,0227eeccd581757d0514b41d1f210a2b53ee6f4496f9767f46882be155bed012,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing solar water heating.,EPC-R3,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
"Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-10-13,01469e2ab029838180d8e0a168212cceb13890c22dfe90d1990ceaed98dbec0e,Manchester
959 Ashton Old Road,M112SL,-2.17773096352381,53.4734426615474,NA,NA,2016-03-03,a494f72bc3c8706e188aadb7a8c271c95ff20346f04d81bc89bebc928ec6f1c9,Manchester
"Subway, Unit 2, 961 Ashton Old Road",M112SL,-2.17773096352381,53.4734426615474,Consider installing solar water heating.,EPC-R3,2011-08-30,b0edf91e5f5ef609de5b66f61ad41edd6f0054453899f1444184bb1f82c02308,Manchester
"MANCHESTER (WHOLESALE FLOWERS), A28, New Smithfield Market",M112WJ,-2.17599161174765,53.471809302127,NA,NA,2013-10-03,4c73a9dffee21d6eb4079ae0b84c0394e26312d99b7b2dd4242bf23f0a7ef082,Manchester
"Fish Market, New Smithfield Market",M112WJ,-2.17599161174765,53.471809302127,NA,NA,2015-11-06,d7763fb8fd1e99145a74ad9b4bfc0e6ce247e474eb8fb0ea407a288a335b52fd,Manchester
"Barton and Redman Ltd, Strawberry House",M112WJ,-2.17599161174765,53.471809302127,NA,NA,2015-10-14,4a77428dab0158a64c1f9ac4cfe552fe46c81e5d1c370a218f5474486618d152,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Add weather compensation controls to heating system.,EPC-H8,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Add local time control to heating system.,EPC-H5,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Add optimum start/stop to the heating system.,EPC-H7,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Consider replacing heating boiler plant with high efficiency type.,EPC-H1,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Add local temperature control to the heating system.,EPC-H6,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Add time control to heating system.,EPC-H2,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Robert Lebrick & Co Ltd, Unit 1, 7 Cornwall Street",M112WQ,-2.1730249404065902,53.4721102595202,Consider installing building mounted wind turbine(s).,EPC-R2,2010-06-16,fc25e8b22f6fd4344894216797b8da2b083642c5aba4a4784acd45c14021f216,Manchester
"Direct Seafoods Unit, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-09-26,9be1164d94c7b6bc75f327161c017220a7cb4ee681aac70a1e14829b0a80557d,Manchester
"Manchester Wholesale Flowers Ltd, B28, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2009-12-17,69385db5755c8a255d2b54293101084eeedfd7fa7a0bec95560d2f71732d3884,Manchester
"Manchester Wholesale Flowers Ltd, B28, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Install more efficient water heater.,EPC-W1,2009-12-17,69385db5755c8a255d2b54293101084eeedfd7fa7a0bec95560d2f71732d3884,Manchester
"Direct Seafoods Unit, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Consider installing PV.,EPC-R4,2011-09-26,9be1164d94c7b6bc75f327161c017220a7cb4ee681aac70a1e14829b0a80557d,Manchester
"Manchester Wholesale Flowers Ltd, B28, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Consider installing solar water heating.,EPC-R3,2009-12-17,69385db5755c8a255d2b54293101084eeedfd7fa7a0bec95560d2f71732d3884,Manchester
"Manchester Wholesale Flowers Ltd, B28, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,Consider installing PV.,EPC-R4,2009-12-17,69385db5755c8a255d2b54293101084eeedfd7fa7a0bec95560d2f71732d3884,Manchester
"Direct Seafoods Unit, New Smithfield Market",M112WW,-2.17647072059801,53.4710895038057,It is Recommended that the energy Performance Certificate; Recommendation Report and SBEM Main Calculation Output Document are read in conjunction with the accompanying report by the EPC Partnership which explains these recommendation in more detail. For a copy contact us Tel: 0844 800 0418 or visit our website www.epcpartnership.com,USER,2011-09-26,9be1164d94c7b6bc75f327161c017220a7cb4ee681aac70a1e14829b0a80557d,Manchester
